Word,Neighbours
PILAFS,"PILAUS,PILAWS,PILAFF"
GURS,"BURS,CURS,FURS,LURS,NURS,OURS,PURS,GARS,GERS,GORS,GUBS,GUES,GULS,GUMS,GUNS,GUPS,GUTS,GUVS,GUYS,GURL,GURN,GURU"
THROES,"THREES,THROBS,THROWS,THROED"
ICKY,"INKY,ICKS"
SCABIA,"SCANIA,SCABID"
SPOOKY,"SPOONY,SPOOKS"
ROTOR,"LOTOR,MOTOR,ROTER,ROTOS"
WIGDOM,"PIGDOM,WISDOM"
BINS,"AINS,DINS,FINS,GINS,HINS,JINS,KINS,LINS,PINS,QINS,RINS,SINS,TINS,VINS,WINS,YINS,ZINS,BANS,BENS,BUNS,BIAS,BIBS,BIDS,BIGS,BIOS,BITS,BIND,BINE,BING,BINK,BINT"
BRACTS,"TRACTS,BRANTS,BRACES"
RANDLE,"BANDLE,CANDLE,DANDLE,HANDLE,PANDLE,TANDLE,WANDLE,RINDLE,RONDLE,RUNDLE,RADDLE,RANGLE,RANKLE,RANDIE"
FIGARY,"FEGARY,FICARY,FINARY,FIGURY,FIGARO"
LINEY,"HINEY,PINEY,WINEY,LANEY,LIFEY,LIMEY,LINDY,LINGY,LINKY,LINTY,LINEA,LINED,LINEN,LINER,LINES,LINET"
ARIDGE,"BRIDGE,FRIDGE"
HOWDY,"DOWDY,GOWDY,ROWDY,HODDY,HOODY"
CITAL,"DITAL,VITAL"
PREPN,"PREEN,PREPD,PREPG,PREPS"
ARVO,ARCO
SECUS,"DECUS,OECUS,SECOS,SECTS"
ARGALS,"ARGILS,ARGOLS,ARGANS,ARGALA,ARGALI"
RIVOSE,"RIBOSE,RIMOSE"
BOOSY,"GOOSY,BROSY,BOSSY,BOUSY,BOOBY,BOODY,BOOKY,BOOLY,BOOMY,BOOTY,BOOZY,BOOSE,BOOST"
OILERS,"FILERS,MILERS,PILERS,TILERS,OGLERS,OILERY"
AXONIA,"ADONIA,AGONIA,APONIA,ARONIA,ASONIA,ATONIA,AXONIC"
MAYAN,"DAYAN,KAYAN,RAYAN,MACAN,MAYAS"
OCTYL,OCTAL
ANISES,"ARISES,AXISES,ANUSES,ANIMES"
ANTES,"AOTES,ANDES,ANTAS,ANTIS,ANTED"
NOUCHE,"BOUCHE,COUCHE,DOUCHE,LOUCHE,MOUCHE,ROUCHE,TOUCHE"
HUGER,"AUGER,JUGER,LUGER"
NAIFS,"KAIFS,WAIFS,NEIFS,NAIAS,NAILS"
TRAJET,TRIJET
VALVED,"CALVED,HALVED,SALVED,VARVED,VALUED,VALVES"
GAPES,"CAPES,JAPES,NAPES,RAPES,TAPES,GADES,GAGES,GALES,GAMES,GASES,GATES,GAZES,GAPED,GAPER"
CHAUVE,"WHAUVE,CHAULE,CHAUTE"
RUMBLE,"BUMBLE,CUMBLE,DUMBLE,FUMBLE,HUMBLE,JUMBLE,MUMBLE,NUMBLE,TUMBLE,WUMBLE,RAMBLE,REMBLE,ROMBLE,RUBBLE,RUMMLE,RUMPLE,RUMBLY"
WEETED,"WEFTED,WELTED,WETTED,WEEDED,WEENED,WEEPED"
WHAT,"BHAT,CHAT,GHAT,KHAT,PHAT,SHAT,THAT,WHET,WHIT,WHOT,WHAE,WHAM,WHAP"
ROMPER,"RAMPER,RUMPER,ROUPER,ROMPED,ROMPEE"
ARPA,"ARBA,AREA,ARIA,ARNA"
DOUGH,"BOUGH,COUGH,HOUGH,JOUGH,LOUGH,ROUGH,SOUGH,TOUGH,WOUGH,DOUGL"
ERGOTS,ARGOTS
BUCKIE,"DUCKIE,LUCKIE,BACKIE,BECKIE,BUNKIE,BUCKLE"
TOWARD,"COWARD,HOWARD"
REEMIT,"REOMIT,REEDIT"
WEIGHT,"HEIGHT,WRIGHT,WEIGHS"
NUNKI,"NUNNI,NUNKS,NUNKY"
EXTER,"OXTER,EATER,ENTER,ESTER"
SCRIDE,"SHRIDE,STRIDE,SCRIBE,SCRIKE,SCRIME,SCRINE,SCRITE,SCRIVE"
CADOS,"DADOS,FADOS,KADOS,CANOS,CAPOS,CAYOS,CADES,CADIS,CADUS"
BRUTUS,BRUTES
PHIZ,"CHIZ,WHIZ,PHIS"
SAFARI,SAFAVI
RATAN,"BATAN,CATAN,SATAN,RETAN,ROTAN,RAKAN,RAMAN,RAYAN,RATAL"
HOOFS,"COOFS,GOOFS,LOOFS,ROOFS,WOOFS,HOWFS,HOODS,HOOKS,HOOPS,HOOTS,HOOFY"
TONERS,"BONERS,GONERS,HONERS,LONERS,ZONERS,TUNERS,TOPERS,TOTERS,TOWERS,TOYERS"
DELIM,"DENIM,DELIA,DELIS,DELIT"
BANTAY,BANTAM
BYEMAN,BEEMAN
WRUNG,"DRUNG,WRANG,WRING,WRONG"
FRAUS,"PRAUS,FRAGS,FRAPS,FRASS,FRATS,FRAYS,FRAUD"
SLIVER,"CLIVER,OLIVER,SHIVER,SKIVER,STIVER,SWIVER,SLAVER,SLICER,SLIDER,SLIMER,SLIWER"
KNOTS,"SNOTS,KNITS,KNOBS,KNOPS,KNOWS"
BEVELS,"DEVELS,KEVELS,LEVELS,REVELS,BEDELS,BETELS,BEZELS"
SHOOK,"CHOOK,SMOOK,SNOOK,SPOOK,STOOK,SHOCK,SHOOD,SHOOI,SHOOL,SHOON,SHOOP,SHOOR,SHOOS,SHOOT"
SCARCE,"SEARCE,SCORCE,SCANCE,SCARFE,SCARPE,SCARCY"
WEEWOW,"WEEDOW,WEEWAW"
FUMMLE,"BUMMLE,RUMMLE,FUMBLE"
TOKO,"BOKO,MOKO,TOCO,TOHO,TOMO,TOPO,TORO,TOYO,TOKE"
PANGS,"BANGS,DANGS,FANGS,GANGS,HANGS,TANGS,VANGS,YANGS,PINGS,PUNGS,PANES,PANOS,PANTS,PANUS,PANGA,PANGI"
OATS,"BATS,CATS,EATS,FATS,GATS,HATS,KATS,LATS,MATS,NATS,PATS,QATS,RATS,TATS,VATS,WATS,OOTS,OPTS,ORTS,OUTS,OWTS,OAFS,OAKS,OARS,OATH,OATY"
SKEP,"SEEP,STEP,SKIP,SKED,SKEE,SKEG,SKEN,SKEO,SKER,SKET,SKEW"
TALIO,"TALAO,TALIS"
ANLAUT,"INLAUT,ABLAUT"
YOURS,"COURS,FOURS,HOURS,JOURS,LOURS,POURS,SOURS,TOURS,YOURE,YOURN,YOURT"
QUOTES,"QUOTAS,QUOTED,QUOTEE,QUOTER"
SERAU,"PERAU,SERAB,SERAC,SERAI,SERAL,SERAW"
ARAIRE,ARAISE
BURBLY,"BUBBLY,BURELY,BURBLE"
NAGA,"GAGA,JAGA,RAGA,SAGA,NADA,NALA,NANA,NAPA,NAGS"
LEGUAN,"PEGUAN,LEGMAN"
METRON,"MATRON,METRAN,METROS"
OREADS,"BREADS,DREADS,TREADS"
SUDDEN,"CUDDEN,LUDDEN,MUDDEN,SADDEN,SODDEN,SUDDER"
THAW,"CHAW,SHAW,THEW,THAE,THAN,THAR,THAT"
UNFRET,UNFREE
FALL,"BALL,CALL,GALL,HALL,LALL,MALL,PALL,SALL,TALL,WALL,FELL,FILL,FULL,FAIL,FARL,FALX"
ZOOKS,"BOOKS,COOKS,GOOKS,HOOKS,KOOKS,LOOKS,NOOKS,ROOKS,ZOOMS,ZOONS"
PLEWGH,PLEWCH
FLURN,"FLURR,FLURT"
JAZIES,"LAZIES,JASIES,JAZZES"
GALOSH,"GOLOSH,GALOCH"
COCKSY,COCKLY
FRIEND,"FREEND,FRIAND"
PANELA,"CANELA,PAMELA,PASELA,PANELS"
PASIS,"BASIS,OASIS,PALIS,PARIS,PAVIS,PASES,PASTS"
GAZEL,"HAZEL,MAZEL,GAVEL,GAZED,GAZEE,GAZER,GAZES,GAZET"
SHELL,"SKELL,SMELL,SNELL,SPELL,STELL,SWELL,SHALL,SHILL,SHEAL,SHEEL,SHEOL,SHELA,SHELD,SHELF"
ADDIE,"EDDIE,ADDLE,ADDIO,ADDIS"
DECATE,"HECATE,MECATE,DEBATE,DELATE,DERATE,DECADE,DECANE,DECARE"
WELTER,"BELTER,FELTER,KELTER,MELTER,PELTER,SELTER,WALTER,WILTER,WOLTER,WESTER,WETTER,WELDER,WELLER,WELTED"
TOTUM,"NOTUM,TETUM,TOTEM"
THESES,"TMESES,THEMES,THERES,THESIS"
CASEIC,CASEIN
ENLARD,INLARD
RUDE,"DUDE,GUDE,LUDE,NUDE,RADE,REDE,RIDE,RODE,RUBE,RULE,RUME,RUNE,RUSE,RUDD,RUDI,RUDS,RUDY"
AFAR,"AGAR,AJAR,ALAR,ARAR,ASAR"
GYRATE,"HYRATE,LYRATE,GERATE"
JORDAN,"LORDAN,JORDEN"
TIPPED,"DIPPED,GIPPED,HIPPED,KIPPED,LIPPED,NIPPED,PIPPED,RIPPED,SIPPED,YIPPED,ZIPPED,TAPPED,TOPPED,TUPPED,TIPPEE,TIPPER,TIPPET"
SKEIN,"STEIN,SKEAN,SKEEN,SKEIF"
BEFRET,BERRET
CHADAR,"CHEDAR,CHAHAR,CHAKAR,CHAMAR,CHADOR"
SOUT,"BOUT,DOUT,GOUT,HOUT,LOUT,NOUT,POUT,ROUT,TOUT,SAUT,SCUT,SHUT,SLUT,SMUT,SOFT,SOOT,SORT,SOUK,SOUL,SOUM,SOUP,SOUR,SOUS"
SIEVA,"SHEVA,SILVA,SIENA,SIEVE,SIEVY"
SKEEL,"SHEEL,SPEEL,STEEL,SKELL,SKEWL,SKEED,SKEEG,SKEEN,SKEER,SKEES,SKEET"
AVISOS,ALISOS
GNATS,"GHATS,GOATS,GNARS,GNAWS"
LINEA,"TINEA,VINEA,LINDA,LINGA,LINHA,LINJA,LINED,LINEN,LINER,LINES,LINET,LINEY"
DUNGED,"BUNGED,LUNGED,DANGED,DINGED,DUNKED,DUNNED,DUNTED,DUNGER"
MOLEST,"MODEST,MOIEST,MONEST"
BOOING,"COOING,LOOING,MOOING,ROOING,WOOING,BODING,BOEING,BONING,BORING,BOWING,BOXING"
GOWL,"BOWL,COWL,DOWL,FOWL,HOWL,JOWL,NOWL,SOWL,YOWL,GOAL,GOEL,GOOL,GOWD,GOWF,GOWK,GOWN"
BREAKS,"CREAKS,FREAKS,WREAKS,BLEAKS,BREEKS,BREADS,BREAMS"
FARCE,"GARCE,FORCE,FARDE,FARLE,FARSE,FARCI,FARCY"
KOKLAS,KOALAS
TAILS,"BAILS,FAILS,HAILS,JAILS,KAILS,MAILS,NAILS,PAILS,RAILS,SAILS,VAILS,WAILS,TOILS,TAELS,TAINS,TAILY"
POPLET,"POLLET,POULET,POPPET"
AZIDES,"ABIDES,AMIDES,ASIDES,AZINES"
AMBACH,AMBASH
LOGGY,"BOGGY,DOGGY,FOGGY,HOGGY,MOGGY,POGGY,SOGGY,LEGGY"
EAGLED,"EAGLES,EAGLET"
CARKS,"BARKS,DARKS,HARKS,LARKS,MARKS,NARKS,PARKS,SARKS,WARKS,CORKS,CACKS,CALKS,CASKS,CARDS,CARES,CARLS,CARNS,CARPS,CARRS,CARTS,CARUS"
INJURY,INJURE
STALKY,"STARKY,STALKO,STALKS"
YOUK,"BOUK,DOUK,GOUK,JOUK,POUK,SOUK,TOUK,ZOUK,YEUK,YOCK,YOLK,YORK,YOUR,YOUS"
BASTED,"CASTED,EASTED,FASTED,GASTED,HASTED,LASTED,MASTED,PASTED,TASTED,WASTED,BESTED,BUSTED,BAITED,BATTED,BASHED,BASKED,BASTEN,BASTER,BASTES"
APPALL,"APPALE,APPALS"
KLONG,"ALONG,CLONG,ELONG,FLONG,KLING"
JUGA,"GUGA,RUGA,YUGA,JAGA,JUBA,JURA,JUGS"
VIRAL,"VINAL,VITAL"
RUERS,SUERS
ALERT,"APERT,AVERT,ALEFT,ALEUT"
CROUT,"GROUT,TROUT,CHOUT,CLOUT,CROAT,CROFT,CROST,CROUP"
WHET,"KHET,SHET,WEET,WHAT,WHIT,WHOT,WHEE,WHEN,WHEW,WHEY"
SNOGA,STOGA
BUSS,"CUSS,FUSS,HUSS,MUSS,PUSS,SUSS,WUSS,BASS,BOSS,BUBS,BUDS,BUGS,BUMS,BUNS,BURS,BUTS,BUYS,BUSH,BUSK,BUST,BUSY"
BASKER,"MASKER,TASKER,BOSKER,BUSKER,BACKER,BALKER,BANKER,BARKER,BASHER,BASTER,BASKED,BASKET"
CERINE,"FERINE,NERINE,PERINE,SERINE,VERINE,CURINE,CEBINE,CEVINE,CERIDE,CERISE,CERITE,CERING"
RAGING,"CAGING,GAGING,NAGING,PAGING,SAGING,WAGING,RACING,RAKING,RAPING,RARING,RASING,RATING,RAVING,RAWING,RAXING,RAYING,RAZING"
ERASER,"FRASER,ERASED,ERASES"
PICAL,"TICAL,PIBAL,PINAL,PIPAL,PICUL,PICAE,PICAS"
DWELT,"SWELT,DWELL"
FAENAS,"FAUNAS,FAENUS"
PAWNS,"DAWNS,FAWNS,LAWNS,YAWNS,PAINS,PAWLS"
COZENS,"DOZENS,CODENS,COHENS,COPENS,COVENS,COZEYS"
HUMMUS,"NUMMUS,HUMOUS,HUMMUM"
LVALUE,EVALUE
TOWNEE,"TOWHEE,TOWNIE,TOWNED,TOWNER,TOWNET"
ACATE,"ABATE,AGATE,ALATE,AMATE,ACUTE,ACALE"
PENFUL,"PANFUL,PEPFUL,PETFUL,PEWFUL"
DOZY,"COZY,FOZY,OOZY,DOBY,DOGY,DOMY,DOPY,DORY,DOTY,DOXY,DOZE"
HADROM,HADRON
SNOOSE,"SWOOSE,SNOOVE,SNOOZE"
LAMMED,"BAMMED,CAMMED,DAMMED,GAMMED,HAMMED,JAMMED,RAMMED,LAMBED,LAMPED,LAMMER"
THUMP,"CHUMP,WHUMP,TRUMP,THUMB"
SECANT,"DECANT,RECANT,SEJANT"
SLEEKS,"CLEEKS,GLEEKS,SMEEKS,STEEKS,SLEEPS,SLEETS,SLEEKY"
QUIVER,QUAVER
TRILIT,TWILIT
SOFTA,"KOFTA,SOFIA,SOFTS,SOFTY"
TANIST,"MANIST,VANIST,TUNIST,TAOIST,TAPIST"
CULCH,"GULCH,HULCH,MULCH,CURCH,CUTCH"
COBOLA,"LOBOLA,CIBOLA,COLOLA"
CABLE,"BABLE,FABLE,GABLE,HABLE,NABLE,SABLE,TABLE,COBLE,CARLE,CABRE"
PONDER,"BONDER,CONDER,FONDER,SONDER,WONDER,YONDER,PANDER,PINDER,PODDER,POLDER,POODER,POWDER,PONIER"
BEWRY,"JEWRY,BECRY,BEERY,BERRY"
LINKY,"DINKY,KINKY,PINKY,SINKY,ZINKY,LANKY,LINDY,LINEY,LINGY,LINTY,LINKS"
BUNDOC,BONDOC
LABEFY,TABEFY
HUMIT,"HUMET,HUMIC,HUMID,HUMIN"
STIE,"SPIE,STYE,STIM,STIR"
KETTLE,"FETTLE,METTLE,NETTLE,PETTLE,SETTLE,KITTLE,KENTLE,KETOLE"
DAZE,"FAZE,GAZE,HAZE,LAZE,MAZE,NAZE,RAZE,DOZE,DACE,DALE,DAME,DARE,DATE"
STRUNG,"SPRUNG,STRANG,STRENG,STRING,STRONG,STRUNT"
THREES,"THROES,THREEP"
SOOPER,"COOPER,HOOPER,LOOPER,SLOPER,STOPER,SOAPER,SOPPER,SOUPER,SOONER,SOOTER"
LODEN,"BODEN,CODEN,WODEN,LADEN,LEDEN,LOREN,LODES"
STUGGY,"SHUGGY,SLUGGY,SPUGGY,STAGGY"
ACIDLY,"ARIDLY,AVIDLY"
SAMMEL,"RAMMEL,SEMMEL,SAMBEL,SAMIEL,SAMUEL,SAMMER"
SEBATE,"DEBATE,REBATE,SEDATE,SENATE"
AMBERY,"AMPERY,AMBARY,AMBURY,AMBERS"
ATEBA,AMEBA
RECTI,"RECTA,RECTO"
CELEBS,CELEBE
UPARM,"SPARM,UNARM"
EWOUND,"IWOUND,RWOUND,SWOUND"
JURARA,"CURARA,JURATA,JURARE"
DRAPED,"CRAPED,GRAPED,DRAYED,DRAPER,DRAPES,DRAPET"
ROPANI,"MOPANI,ROPAND"
PONOS,"BONOS,MONOS,PANOS,PODOS,POLOS,POROS,PONDS,PONES"
BISIE,"VISIE,BIKIE,BISME"
REPROS,RETROS
GREBO,"GRECO,GREGO,GREBE"
BOTTU,"BATTU,BOTTE,BOTTS"
MESA,"MASA,MEGA,MELA,META,MESE,MESH,MESS"
AIRT,"DIRT,GIRT,AIRN,AIRS,AIRY"
CHAIT,"CHAFT,CHANT,CHAPT,CHART,CHAIN,CHAIR,CHAIS"
PULLED,"BULLED,CULLED,DULLED,FULLED,GULLED,HULLED,LULLED,MULLED,NULLED,PALLED,PILLED,POLLED,PURLED,PULPED,PULSED,PULLEN,PULLER,PULLET,PULLEY"
HUNKS,"BUNKS,DUNKS,FUNKS,GUNKS,JUNKS,LUNKS,NUNKS,PUNKS,HANKS,HONKS,HUCKS,HULKS,HUSKS,HUNTS,HUNKY"
QUIPPU,"QUIPPE,QUIPPY"
ROWLEY,"YOWLEY,ROLLEY,ROWLET"
TIBIAL,"TIBIAD,TIBIAE,TIBIAS"
DOES,"FOES,GOES,HOES,JOES,MOES,NOES,ROES,TOES,VOES,WOES,DAES,DEES,DIES,DUES,DYES,DOBS,DOCS,DODS,DOGS,DOHS,DOLS,DOMS,DONS,DOOS,DOPS,DORS,DOSS,DOTS,DOWS,DOYS,DOEK,DOEN,DOER"
MAVIES,"CAVIES,DAVIES,NAVIES,PAVIES,WAVIES,MOVIES,MACIES,MAMIES,MARIES,MATIES,MAVINS"
POPPER,"BOPPER,COPPER,DOPPER,HOPPER,LOPPER,MOPPER,SOPPER,TOPPER,PEPPER,PIPPER,POPPED,POPPEL,POPPET"
BABLOH,BABLAH
OTHER,"ETHER,ITHER,UTHER,OCHER,OTTER"
CADRE,"MADRE,PADRE,CEDRE,CABRE,CADEE,CADGE,CADIE"
CACKED,"BACKED,HACKED,JACKED,LACKED,PACKED,RACKED,SACKED,TACKED,YACKED,COCKED,CALKED,CARKED,CASKED,CAUKED,CACHED"
MODULO,"MODULA,MODULE,MODULI"
NEEGER,NEEDER
NACHAS,"DACHAS,PACHAS,NACHUS"
ENDING,"ANDING,ONDING,ELDING,ENRING,ENWING"
WAUKED,"CAUKED,JAUKED,WALKED,WARKED,WAULED,WAUKEN"
CREMES,"CRIMES,CREPES"
GULPY,"PULPY,GILPY,GUPPY,GULFY,GULLY,GULPH,GULPS"
KURUNG,AURUNG
THUNAR,"THENAR,THUNOR"
ZIMB,"LIMB,NIMB"
DAFTAR,DAFTER
PESTIS,"RESTIS,TESTIS,PASTIS"
ZOCCO,"COCCO,HOCCO,YOCCO,ZUCCO"
HAIKH,"HAIKA,HAIKS,HAIKU"
RERANK,"REBANK,RERACK"
ROMISH,"HOMISH,MOMISH,TOMISH,ROPISH"
DAHS,"AAHS,FAHS,HAHS,LAHS,PAHS,RAHS,YAHS,DOHS,DABS,DADS,DAES,DAGS,DAIS,DAKS,DALS,DAMS,DANS,DAPS,DAWS,DAYS,DAHL"
MESIAN,"MYSIAN,MEDIAN,MELIAN,MESSAN,MESION,MESIAD,MESIAL"
BLANCA,"BIANCA,BLANDA,BLANCH,BLANCO,BLANCS"
OLDS,"ELDS,ODDS,ORDS,OUDS,OLES,OLMS,OLDE,OLDY"
TARIRI,CARIRI
KYPE,"HYPE,RYPE,SYPE,TYPE,KIPE,KYLE,KYNE,KYTE"
DUNCH,"BUNCH,HUNCH,LUNCH,MUNCH,NUNCH,PUNCH,RUNCH,DUTCH,DUNCE"
DECENT,"RECENT,DOCENT,DEMENT,DETENT,DECANT,DECEIT,DECENE"
FLOSS,"GLOSS,FLOCS,FLOES,FLOGS,FLOPS,FLOTS,FLOWS,FLOSH"
CEDIS,"CADIS,CEDES"
CONDO,"HONDO,KONDO,MONDO,NONDO,PONDO,RONDO,TONDO,CONGO,CONTO"
MORPH,"MURPH,MORTH"
SECERN,"DECERN,SEXERN"
TAPISM,"PAPISM,TAOISM,TAPIST"
POUCHY,"COUCHY,SOUCHY,TOUCHY,POACHY,POUCEY"
UZBAK,UZBEK
SPELK,"SPEAK,SPECK,SPELL,SPELT"
REFONT,REFOOT
TREGET,TREVET
MODICA,"MEDICA,MONICA"
QUAI,"QUAD,QUAG,QUAT,QUAY"
GYRAL,"PYRAL,GORAL"
WELT,"BELT,CELT,DELT,FELT,GELT,KELT,MELT,PELT,TELT,YELT,WILT,WEET,WEFT,WENT,WEPT,WERT,WEST,WELD,WELK,WELL,WELS"
DEARLY,"NEARLY,PEARLY,REARLY,YEARLY,DEADLY,DEAFLY"
TEATS,"BEATS,FEATS,HEATS,KEATS,MEATS,NEATS,PEATS,SEATS,THATS,TWATS,TENTS,TESTS,TEXTS,TEAKS,TEALS,TEAMS,TEARS,TEATY"
MUFFLE,"BUFFLE,CUFFLE,DUFFLE,FUFFLE,HUFFLE,RUFFLE,MAFFLE,MOFFLE"
HUGS,"BUGS,DUGS,FUGS,JUGS,LUGS,MUGS,NUGS,PUGS,RUGS,SUGS,TUGS,VUGS,YUGS,HAGS,HOGS,HUBS,HUES,HUIS,HUMS,HUNS,HUPS,HUSS,HUTS,HUGE,HUGY"
GALEGA,"GALENA,GALERA"
GISLER,GILLER
DOILY,"BOILY,NOILY,ROILY,SOILY,DAILY,DRILY,DOGLY,DOLLY,DOOLY,DOWLY,DOYLY"
DUCTED,"DUNTED,DUSTED,DUCKED"
SPRUES,"SPREES,SPRUGS,SPRUER"
NAHANI,NAHANE
PISCES,"PIECES,PISHES,PISSES,PISCIS"
WARIED,"CARIED,VARIED,WARDED,WARKED,WARMED,WARNED,WARPED,WARRED,WARTED,WARIER"
RIBBY,"BIBBY,GIBBY,JIBBY,LIBBY,NIBBY,SIBBY,TIBBY,RUBBY"
JAPES,"CAPES,GAPES,NAPES,RAPES,TAPES,JUPES,JADES,JAKES,JAMES,JANES,JAPED,JAPER"
DEESIS,"DIESIS,DEESES"
MAMAS,"CAMAS,DAMAS,KAMAS,LAMAS,SAMAS,TAMAS,MAGAS,MAJAS,MANAS,MARAS,MAYAS"
FAMED,"GAMED,LAMED,NAMED,RAMED,TAMED,FUMED,FACED,FADED,FAKED,FARED,FATED,FAXED,FAYED,FAZED,FAMES"
KNIAZI,KNYAZI
ARUMS,"DRUMS,ALUMS"
RIDDLE,"DIDDLE,FIDDLE,KIDDLE,MIDDLE,NIDDLE,PIDDLE,TIDDLE,WIDDLE,RADDLE,REDDLE,RUDDLE,RINDLE"
FLORID,"FLORIA,FLORIN"
RUCS,"RECS,ROCS,RUBS,RUDS,RUES,RUGS,RUMS,RUNS,RUTS,RUCK"
GAIETY,GAYETY
RETUND,"ROTUND,REFUND,RETUNE"
HOWK,"COWK,GOWK,HAWK,HOCK,HOIK,HOLK,HONK,HOOK,HORK,HOWE,HOWF,HOWL,HOWS"
CRISPY,"CRIMPY,CRISTY,CRISPS"
PORTAS,"AORTAS,PORTAL"
ACIDY,"ACEDY,ACIDS"
SPAIL,"SKAIL,SNAIL,STAIL,SWAIL,SPEIL,SPOIL,SPALL,SPAWL,SPAID,SPAIK,SPAIN,SPAIR,SPAIT"
COSSE,"FOSSE,POSSE,CASSE,COPSE,CORSE,COSIE"
AARGH,BARGH
WYCHES,WICHES
CHOKO,"CHOCO,CHOLO,CHOKE,CHOKY"
SHUTS,"BHUTS,SCUTS,SLUTS,SMUTS,SHITS,SHOTS,SHULS,SHUNS,SHUTE"
STOWTH,"STOOTH,STOUTH"
GULP,"PULP,GOLP,GUMP,GULA,GULE,GULF,GULL,GULS,GULY"
AGIST,"ALIST,ARIST,AGAST,AGUST,AGISM"
SALIX,"CALIX,SALIC"
HITS,"AITS,BITS,CITS,DITS,FITS,GITS,KITS,LITS,NITS,PITS,RITS,SITS,TITS,WITS,ZITS,HATS,HETS,HOTS,HUTS,HIES,HIMS,HINS,HIPS,HISS"
CIWIES,"CITIES,CIVIES"
SOCCER,"SORCER,SOCKER"
UNCORK,"UNFORK,UNWORK,UNCOCK,UNCORD,UNCORE"
ELFISH,ELVISH
MUFFET,"BUFFET,TUFFET,MUFFED,MUFFER"
SMEEKY,"SLEEKY,SMEEKS"
SOCKY,"COCKY,HOCKY,LOCKY,POCKY,ROCKY,SOAKY,SOOKY,SOCKO,SOCKS"
FOITER,"GOITER,LOITER,FOOTER,FOSTER,FOUTER,FOILER"
TABULA,"FABULA,TAGULA,TABULE"
BITSER,BITTER
REIVE,"REAVE,REEVE,REICE"
VALVAL,"MALVAL,VULVAL,VALVAE,VALVAR"
SKEEN,"SHEEN,SPEEN,STEEN,SKEAN,SKEIN,SKEED,SKEEG,SKEEL,SKEER,SKEES,SKEET"
REASK,"REESK,REAST,REASY"
FRILLS,"BRILLS,DRILLS,GRILLS,KRILLS,PRILLS,TRILLS,FRILLY"
FOILS,"BOILS,COILS,MOILS,NOILS,ROILS,SOILS,TOILS,FAILS,FOALS,FOOLS,FOULS,FOWLS,FOINS"
TENUES,"VENUES,TENSES,TENUIS"
ANNO,"ANNA,ANNS"
CHIMP,"CRIMP,CHAMP,CHOMP,CHUMP,CHIRP,CHIMB,CHIME,CHIMU"
DRATE,"CRATE,FRATE,GRATE,IRATE,ORATE,PRATE,URATE,DRAKE,DRAME,DRAPE,DRAVE,DRATS"
CYNICS,"GYNICS,CONICS,CYNIAS,CYNIPS"
RELINE,"DELINE,FELINE,MELINE,REFINE,REPINE,REXINE,RELIDE,RELIME,RELIVE,RELINK"
SOUL,"FOUL,NOUL,ROUL,SAUL,SCUL,SHUL,SOIL,SOOL,SOWL,SOUK,SOUM,SOUP,SOUR,SOUS,SOUT"
TRUISM,TRUISH
SHEERS,"CHEERS,SNEERS,SPEERS,STEERS,SHIERS,SHOERS,SHYERS,SHEARS,SHEENS,SHEETS"
BLOKE,"CLOKE,SLOKE,BROKE,BLAKE,BLORE,BLOTE"
BLAE,"ALAE,SLAE,BRAE,BLEE,BLUE,BLAB,BLAD,BLAG,BLAH,BLAM,BLAT,BLAW,BLAY"
REPACE,"REFACE,RELACE,REPAGE,REPALE,REPAVE,REPACK"
HORA,"BORA,FORA,GORA,KORA,MORA,SORA,TORA,HOHA,HOKA,HOMA,HOYA,HORE,HORI,HORK,HORN,HORS"
LEGMAN,"PEGMAN,LOGMAN,LEGUAN,LEGMEN"
NEGRO,NECRO
TRINED,"BRINED,CRINED,TWINED,TRICED,TRINES"
URNAL,"UINAL,UREAL,URIAL,URSAL,URNAE"
UPFEED,UNFEED
MULGA,"MUNGA,MURGA,MULLA"
TARBOY,"BARBOY,CARBOY,TARBOX"
EDUCED,EDUCES
REAUTE,"REBUTE,REFUTE,REPUTE"
SMILET,"STILET,SMILED,SMILER,SMILES,SMILEY"
SLICKS,"CLICKS,FLICKS,SNICKS,SPICKS,STICKS,SLACKS,SLINKS,SLICES"
WARPLE,"WAMPLE,WARBLE,WARSLE"
GOLPE,"MOLPE,GOLEE,GOLOE"
RAFTS,"HAFTS,WAFTS,RIFTS,RANTS,RAFFS,RAFTY"
LIND,"BIND,FIND,HIND,KIND,MIND,RIND,SIND,TIND,WIND,LAND,LEND,LIED,LINE,LING,LINK,LINN,LINO,LINS,LINT,LINY"
LOSEL,"HOSEL,MOSEL,ROSEL,LOREL,LOSER,LOSES"
LAMPIC,"LAPPIC,LAMAIC"
WEEVER,"PEEVER,WEAVER,WEEDER,WEEPER"
CLOUT,"ALOUT,BLOUT,FLOUT,GLOUT,PLOUT,CHOUT,CROUT,CLAUT,CLOIT,CLOOT,CLOUD,CLOUR"
LEPERS,"LOPERS,LEGERS,LEVERS,LEPERO"
LUMP,"BUMP,DUMP,GUMP,HUMP,JUMP,MUMP,PUMP,RUMP,SUMP,TUMP,YUMP,LAMP,LIMP,LUMA,LUMS"
PAIK,"FAIK,HAIK,KAIK,LAIK,MAIK,NAIK,RAIK,PACK,PARK,PAWK,PAID,PAIL,PAIN,PAIR,PAIS"
